ProgramName|ageLimit|ProgramDescription|programCategory|timeStart|timeEnd|duration|Date
Pomocne psy|0|W środku szkolenia trenerzy postanawiają przetestować umiejętności zespołu podczas prawdziwej misji w klubie nocnym. Będzie to sprawdzian zarówno dla psów jak i opiekunów.|Serial dokumentalny|9:00|9:25|0|2016-07-03
Pomocne psy|0|Na kilka dni przed finałowymi ocenami zespół jedzie na lotnisko. Dla psów to zetknięcie z nowym środowiskiem, ale jego opanowanie jest bardzo ważne i stanowi istotny element ukończenia kursu.|Serial dokumentalny|9:25|9:50|0|2016-07-03
Pomocne psy|0|Ocena finałowa. Trzytygodniowy okres intensywnego szkolenia dobiega końca i napięcie sięga zenitu.|Serial dokumentalny|9:50|10:15|0|2016-07-03
Planeta Europa|0|Twórcą serialu o wyjątkowych walorach wizualnych jest wielokrotnie nagradzany reżyser Kurt Mündl. Widzowie zobaczą jedne z najbardziej spektakularnych środowisk naturalnych Europy.|Serial dokumentalny|10:15|11:05|0|2016-07-03
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|11:05|11:50|0|2016-07-03
Dublińskie zoo|0|Brendan wyrusza do lasów tropikalnych na Borneo w poszukiwaniu dzikich orangutanów. W zoo dochodzi do dramatu, kiedy samica nosorożca, Ashanti, pierwszy raz wychodzi z dzieckiem na zewnątrz.|Serial dokumentalny|11:50|12:15|0|2016-07-03
Dublińskie zoo|0|Pracownicy ogrodu w napięciu obserwują, jak pingwin Humboldta, wychowany przez nich od pisklęcia, dołącza do reszty pingwiniego stada w zoo.|Serial dokumentalny|12:15|12:40|0|2016-07-03
Dublińskie zoo|0|Najnowszy nabytek zoo to dwa okazy rzadkich, egzotycznych I zagrożonych wyginięciem zwierząt z gatunku okapi, określanego też jako leśna żyrafa.|Serial dokumentalny|12:40|13:05|0|2016-07-03
Dublińskie zoo|0|Pracownicy zoo dokładają starań, aby znaleźć przyczynę kaszlu orangutana o imieniu Leoni.|Serial dokumentalny|13:05|13:30|0|2016-07-03
Holenderskie mokradła|0|Nadejściu jesieni towarzyszy spektakl jeleniego rykowiska, a z nadejściem mrozu i śniegu życie niemal zamiera.|Serial dokumentalny|13:30|14:20|0|2016-07-03
Maleństwa w zoo|0|W zoo trwa dzień obfity w wydarzenia. Na świat przychodzi kolejna żyrafka, podczas kiedy inna młoda żyrafa po raz pierwszy wychodzi na spacer po padoku.|Serial dokumentalny|14:20|14:45|0|2016-07-03
Maleństwa w zoo|0|Podczas, kiedy jeden z azjatyckich słoni obchodzi urodziny, drugiego czeka nagła wizyta u dentysty. Ponadto z Ameryki Południowej nadchodzi niespodziewana przesyłka.|Serial dokumentalny|14:45|15:15|0|2016-07-03
Podwodny raj|7|Przy południowo-wschodnich wybrzeżach Papui-Nowej Gwinei, w wodach Morza Koralowego tętni podwodne życie. Rafy koralowe stworzyły dom dla tysięcy gatunków ryb.|Serial dokumentalny|15:15|15:40|0|2016-07-03
Podwodny raj|7|Leżąca u wybrzeży Australii Wielka Rafa Koralowa należy do największych na świecie struktur stworzonych przez żywe organizmy. Wśród jej mieszkańców są rozgwiazdy oraz gigantyczne ślimaki morskie.|Serial dokumentalny|15:40|16:10|0|2016-07-03
Ekspedycja Birma|0|Ekipa próbuje ustalić, jakie gatunki zamieszkują góry. Aby uzyskać materiał filmowy na temat zwierząt trudnych do uchwycenia, na terenach górskich zostają umieszczone zdalnie sterowane kamery.|Serial dokumentalny|16:10|17:05|0|2016-07-03
Anatomia gigantów natury|0|Zespół wyrusza do Australii by poddać anatomicznym oględzinom zwierzę-symbol tego kraju - kangura. Odkryją przy tym niezwykłe fakty dotyczące narządów rozrodczych tego zwierzęcia.|Serial dokumentalny|17:05|18:00|0|2016-07-03
Muzeum pełne tajemnic|0|Don zbada zabezpieczoną ludzką tkankę, która znalazła się w centrum politycznego skandalu w USA, potężną czaszkę ludojada i meteoryt, który był częścią nieprawdopodobnego napadu.|Serial dokumentalny|18:00|18:50|0|2016-07-03
Superszpiedzy|0|Żarliwy protestant, Francis Walsingham, stał się jednym z największych w historii superszpiegów i niezastąpionym sługą królowej Elżbiety I.|Serial dokumentalny|18:50|19:35|0|2016-07-03
Tajemnice średniowiecznych morderstw|0|Dokument wnikliwie analizuje kulisy brutalnego zamachu na Edwarda II i udowadnia, że seks i polityczne skandale nie są współczesnym wymysłem.|Serial dokumentalny|19:35|20:25|0|2016-07-03
Ze wschodu na zachód: podróże ze środka ziemi|12|Historia narodzin i rozkwitu cywilizacji na Bliskim Wschodzie od starożytności, po czasy nowożytne i ogromnego wpływu tego regionu na Zachód.|Serial dokumentalny|20:25|21:25|0|2016-07-03
Muzeum pełne tajemnic|0|Kajdanki, które niegdyś krępowały ręce bankowego rabusia, sukienka noszona przez bywalczynię salonów, która popełniła szokujące przestępstwo i skórzana torba użyta w legendarnej ucieczce z więzienia.|Serial dokumentalny|21:25|22:10|0|2016-07-03
Historia wynalezienia lekarstw|0|Dr Michael Mosley śledzi historię odkrycia morfiny na początku XIX wieku, co dało początek serii przełomowych odkryć naukowych na przestrzeni 200 lat.|Serial dokumentalny|22:10|23:05|0|2016-07-03
Długi cień historii|0|I wojna światowa zburzyła stare imperia, które władały Europą przez stulecia. David Reynolds wyrusza do Czech i Francji, aby zbadać drastyczne zmiany na mapie Europy Środkowej w 1919 roku.|Serial dokumentalny|23:05|0:00|0|2016-07-03
Miłość do Adolfa Hitlera|0|Dokument opowiada o romansie, który zakończył się podwójnym samobójstwem w bunkrze. W filmie wykorzystano prywatne archiwa filmowe Ewy Braun oraz zdjęcia zrobione przez fotografa, Heinricha Hoffmanna.|Film dokumentalny|0:00|0:55|72|2016-07-03
Śmierć Stalina - koniec epoki|0||Serial dokumentalny|0:55|1:40|0|2016-07-03
Muzeum pełne tajemnic|0|Kajdanki, które niegdyś krępowały ręce bankowego rabusia, sukienka noszona przez bywalczynię salonów, która popełniła szokujące przestępstwo i skórzana torba użyta w legendarnej ucieczce z więzienia.|Serial dokumentalny|1:40|2:25|0|2016-07-03
Tunele I wojny światowej|0|Serial przedstawia widzom, jak wykształciła się i ewoluowała tunelowa strategia. Jak doskonalili ją Brytyjczycy i Francuzi, a także jak Włosi i Austriacy przekształcili ją w górską taktykę wojenną.|Serial dokumentalny|2:25|3:10|0|2016-07-03
Tunele I wojny światowej|0|Col di Lana to niewielka góra, która zyskała przydomek 'Wzgórze Krwi'. Tutaj, Włosi wydrążyli tunel pod linią austriackiej obrony i wysadzili w powietrze szczyt, zabijając 200 żołnierzy.|Serial dokumentalny|3:10|4:00|0|2016-07-03
Historia wynalezienia lekarstw|0|Dr Michael Mosley śledzi historię odkrycia morfiny na początku XIX wieku, co dało początek serii przełomowych odkryć naukowych na przestrzeni 200 lat.|Serial dokumentalny|4:00|5:00|0|2016-07-03
Elżbietańskie wojny szpiegów|0|Niesamowita historia udaremnienia zamachu na życie królowej Elżbiety I dzięki pionierskiej, tajnej akcji przeprowadzonej w ciągu ośmiu tygodni przez najznakomitszego angielskiego szpiega w 1586 roku.|Film dokumentalny|5:00|0|0|2016-07-03
Destrukcyjne żywioły|0|Próba wyjaśnienia wpływu pogody na katastrofęTitanica.|Serial dokumentalny|5:35|0|0|2016-07-02
Strażnik Teksasu|12|Do Dallas zmierza płatny morderca, Brochard. Na lotnisku zabija pewnego mężczyznę, by zabrać jego broń. Walker i Trivette zostają przydzieleni do ochrony kandydującego w wyborach senatora.|Serial sensacyjny|6:00|7:00|0|2016-07-06
Hawaii Five-0|16|Zespół prowadzi śledztwo w sprawie zamordowania łowcy nagród, któremu przed śmiercią udało się schwytać zbiega. Była żona Danny'ego zdradza mu pewien sekret.|Serial kryminalny|7:00|8:00|50|2016-07-06
J.A.G. - Wojskowe Biuro Śledcze|7|Harm zostaje poproszony o zbadanie sprawy sprzed dwudziestu lat. Oskarżony o zamordowanie prostytutki żołnierz twierdzi, że jest niewinny. Wkrótce Rabb trafia na ślad podobnej sprawy.|Serial sensacyjny|8:00|0|0|2016-07-06
J.A.G. - Wojskowe Biuro Śledcze|7|Wkrótce ma zapaść decyzja, kto zastąpi admirała Chegwiddena na stanowisku szefa biura J.A.G. Mac i Harm próbują wyjaśnić sprawę ostrzelania kanadyjskiego rybaka przez okręt marynarki wojennej.|Serial sensacyjny|9:00|10:00|0|2016-07-06
Strażnik Teksasu|12|Uczestnik napadu na bank zostaje zwolniony z aresztu. Wkrótce Walker i Trivette podążają jego śladem. Ściga go też nieustępliwy łowca głów.|Serial sensacyjny|10:00|11:00|0|2016-07-06
Hawaii Five-0|16|Zespół prowadzi śledztwo w sprawie zamordowania łowcy nagród, któremu przed śmiercią udało się schwytać zbiega. Była żona Danny'ego zdradza mu pewien sekret.|Serial kryminalny|11:00|12:00|50|2016-07-06
Arrow|7|Laurel postanawia sama wymierzyć sprawiedliwość mordercy Sary.|Serial sensacyjny|12:00|13:00|45|2016-07-06
Bananowy doktor|7|Hank przyjmuje pacjentkę, której działalność dobroczynna zniszczyła zdrowie. Tymczasem Divya otrzymuje niepokojące wieści.|Serial komediowy|13:00|14:00|41|2016-07-06
Strażnik Teksasu|12|Cordell Walker należy do elitarnej formacji stróżów prawa zwanej "Strażnikami Teksasu". Mistrz sztuk walki, doskonały strzelec i niezłomny pogromca przestępców zawsze staje w obronie pokrzywdzonych.|Serial sensacyjny|14:00|15:00|0|2016-07-06
J.A.G. - Wojskowe Biuro Śledcze|7|Harm i Mac zostają wysłani do Bagdadu, żeby wyjaśnić okoliczności śmierci przedstawiciela rządu USA. Biuro J. A. G. ma nowego szefa - został nim generał Cresswell.|Serial sensacyjny|15:00|16:00|0|2016-07-06
J.A.G. - Wojskowe Biuro Śledcze|7|W czasie ćwiczeń organizowanych przez akademię marynarki wojennej doszło do wypadku. Jeden z członków załogi utonął. Mac i Turner chcą wyjaśnić, czy winę za tę śmierć ponosi dowódca grupy.|Serial sensacyjny|16:00|17:00|0|2016-07-06
Hawaii Five-0|16|Opowieść o pracy elitarnej jednostki policji, która zwalcza przestępczość na Hawajach.|Serial kryminalny|17:00|18:00|0|2016-07-06
Bananowy doktor|7|Hank nie potrafi przywyknąć do normalności. Tymczasem Divya dowiaduje się, że jest w ciąży.|Serial komediowy|18:00|19:00|0|2016-07-06
Arrow|7|Arsenal i Diggle próbują odwieść Laurel od zamiaru wcielenia się w Czarnego Kanarka. Tymczasem w mieście pojawia się Brick.|Serial sensacyjny|19:00|20:00|45|2016-07-06
Mentalista|12|Biuro zostaje wezwane do poprowadzenia sprawy zabójstwa bogatej kalifornijskiej dziedziczki Rosemary Tennant, której śmierć przewidziała jej przewodniczka duchowa Kristina Frye.|Serial kryminalny|20:00|21:00|40|2016-07-06
Hawaii Five-0|16|W oceanie zostaje znaleziona broń, z której zabito dwie osoby. Związek Catherine i McGarett przechodzi kryzys.|Serial kryminalny|21:00|22:00|50|2016-07-06
Hawaii Five-0|16|Ekipa prowadzi sprawę tajemniczej śmierci bogacza, przy którego zwłokach znaleziono fałszywe pieniądze. Adam ponownie zostaje porwany.|Serial kryminalny|22:00|23:00|50|2016-07-06
Kłopotliwy spadek|16|Trzech przyrodnich braci spotyka się ze sobą po śmierci ojca. Siostra przekazuje im postanowienia zawarte w testamencie. Aby otrzymać spadek, rodzeństwo musi wspólnie wykonać pewne zadanie.|Film sensacyjny|23:00|1:00|90|2016-07-06
Hawaii Five-0|16|Opowieść o pracy elitarnej jednostki policji, która zwalcza przestępczość na Hawajach.|Serial kryminalny|1:00|2:00|0|2016-07-06
J.A.G. - Wojskowe Biuro Śledcze|7|Harm i Mac zostają wysłani do Bagdadu, żeby wyjaśnić okoliczności śmierci przedstawiciela rządu USA. Biuro J. A. G. ma nowego szefa - został nim generał Cresswell.|Serial sensacyjny|2:00|3:00|0|2016-07-06
J.A.G. - Wojskowe Biuro Śledcze|7|W czasie ćwiczeń organizowanych przez akademię marynarki wojennej doszło do wypadku. Jeden z członków załogi utonął. Mac i Turner chcą wyjaśnić, czy winę za tę śmierć ponosi dowódca grupy.|Serial sensacyjny|3:00|4:00|0|2016-07-06
Arrow|7|Arsenal i Diggle próbują odwieść Laurel od zamiaru wcielenia się w Czarnego Kanarka. Tymczasem w mieście pojawia się Brick.|Serial sensacyjny|4:00|5:00|45|2016-07-06
Bananowy doktor|7|Hank nie potrafi przywyknąć do normalności. Tymczasem Divya dowiaduje się, że jest w ciąży.|Serial komediowy|5:00|0|0|2016-07-06
Dublińskie zoo|0|Najnowszy nabytek zoo to dwa okazy rzadkich, egzotycznych I zagrożonych wyginięciem zwierząt z gatunku okapi, określanego też jako leśna żyrafa.|Serial dokumentalny|6:00|6:25|0|2016-07-01
Dublińskie zoo|0|Pracownicy zoo dokładają starań, aby znaleźć przyczynę kaszlu orangutana o imieniu Leoni.|Serial dokumentalny|6:25|6:55|0|2016-07-01
Planeta Europa i reszta świata|0|Niedźwiedzie, gnu i rzadkie gatunki ptaków mieszkają i polują w rozległych lasach urokliwej, skutej lodem tundry. Dokument przedstawia piękno flory Skandynawii.|Serial dokumentalny|6:55|0|0|2016-07-01
Planeta Europa|0|Twórcą serialu o wyjątkowych walorach wizualnych jest wielokrotnie nagradzany reżyser Kurt Mündl. Widzowie zobaczą jedne z najbardziej spektakularnych środowisk naturalnych Europy.|Serial dokumentalny|7:45|8:35|0|2016-07-01
Pomocne psy|0|Simon przewodniczy programowi ćwiczeń, podczas którego szkoli sześciu opiekunów w zakresie tresury psów do pracy z materiałami wybuchowymi oraz do prowadzenia poszukiwań w niebezpiecznym środowisku.|Serial dokumentalny|8:35|9:05|0|2016-07-01
Pomocne psy|0|Napięcie przebywania w niebezpiecznym środowisku rośnie, a trener Brendan już w ciągu pierwszych 24 godzin obcowania z bronią palną odkrywa, że jest dobrym strzelcem.|Serial dokumentalny|9:05|9:30|0|2016-07-01
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|9:30|10:15|0|2016-07-01
Planeta Europa i reszta świata|0|Niedźwiedzie, gnu i rzadkie gatunki ptaków mieszkają i polują w rozległych lasach urokliwej, skutej lodem tundry. Dokument przedstawia piękno flory Skandynawii.|Serial dokumentalny|10:15|11:05|0|2016-07-01
Ekspedycja Birma|0|Ekipa próbuje ustalić, jakie gatunki zamieszkują góry. Aby uzyskać materiał filmowy na temat zwierząt trudnych do uchwycenia, na terenach górskich zostają umieszczone zdalnie sterowane kamery.|Serial dokumentalny|11:05|11:55|0|2016-07-01
Planeta Europa|0|Twórcą serialu o wyjątkowych walorach wizualnych jest wielokrotnie nagradzany reżyser Kurt Mündl. Widzowie zobaczą jedne z najbardziej spektakularnych środowisk naturalnych Europy.|Serial dokumentalny|11:55|12:45|0|2016-07-01
Dublińskie zoo|0|Żyrafie z silnym bólem nogi potrzebna jest operacja. Ponadto, pierwsze spotkanie cielaka nosorożca z ojcem wywołuje wiele emocji.|Serial dokumentalny|12:45|13:10|0|2016-07-01
Dublińskie zoo|0|Operacja nogi żyrafy jest w krytycznym stadium i pracownicy zoo czekają w napięciu na rezultat. Tymczasem do stadka ibisów grzywiastych dołączają nowi członkowie.|Serial dokumentalny|13:10|13:35|0|2016-07-01
Pomocne psy|0|Podczas powrotnego rejsu z Europy na pokładzie promu dochodzi do kłótni. Opiekunowie po długim rozstaniu ponownie złączą się ze swoimi psami.|Serial dokumentalny|13:35|14:05|0|2016-07-01
Pomocne psy|0|Dalszy ciąg szkolenia w niebezpiecznym środowisku. Tym razem w programie nauka wycofywania się z psami na bezpieczne pozycje podczas ostrzału.|Serial dokumentalny|14:05|14:30|0|2016-07-01
Pogotowie ratunkowe dla zwierząt|0|Zwierzęta często padają ofiarą zaniedbań i okrucieństwa. W różnych rejonach Wielkiej Brytanii funkcjonują jednostki ratownicze, których zadaniem jest pomoc zagrożonym gatunkom i porzuconym zwierzętom.|Serial dokumentalny|14:30|15:20|0|2016-07-01
Planeta Europa i reszta świata|0|Lodowce Antarktydy to miejsca, które na swój dom wybrała populacja pingwinów, foki i wieloryby. Mieszka tam również wiele gatunków morskich ptaków.|Serial dokumentalny|15:20|16:10|0|2016-07-01
Podwodny raj|7|Przy południowo-wschodnich wybrzeżach Papui-Nowej Gwinei, w wodach Morza Koralowego tętni podwodne życie. Rafy koralowe stworzyły dom dla tysięcy gatunków ryb.|Serial dokumentalny|16:10|16:35|0|2016-07-01
Podwodny raj|7|Leżąca u wybrzeży Australii Wielka Rafa Koralowa należy do największych na świecie struktur stworzonych przez żywe organizmy. Wśród jej mieszkańców są rozgwiazdy oraz gigantyczne ślimaki morskie.|Serial dokumentalny|16:35|17:05|0|2016-07-01
Anatomia gigantów natury|0|Zespół wyrusza do Australii by poddać anatomicznym oględzinom zwierzę-symbol tego kraju - kangura. Odkryją przy tym niezwykłe fakty dotyczące narządów rozrodczych tego zwierzęcia.|Serial dokumentalny|17:05|18:00|0|2016-07-01
Tunele I wojny światowej|0|Serial przedstawia widzom, jak wykształciła się i ewoluowała tunelowa strategia. Jak doskonalili ją Brytyjczycy i Francuzi, a także jak Włosi i Austriacy przekształcili ją w górską taktykę wojenną.|Serial dokumentalny|18:00|18:55|0|2016-07-01
Muzeum pełne tajemnic|0|Kajdanki, które niegdyś krępowały ręce bankowego rabusia, sukienka noszona przez bywalczynię salonów, która popełniła szokujące przestępstwo i skórzana torba użyta w legendarnej ucieczce z więzienia.|Serial dokumentalny|18:55|19:40|0|2016-07-01
Destrukcyjne żywioły|0|Wypadek sterowca Hindenburg pozostaje w pamięci jako jedna z najbardziej szokujących katastrof w historii lotnictwa. Twórcy serialu wyjaśniają przyczyny tej tragedii.|Serial dokumentalny|19:40|20:00|0|2016-07-01
Tajemnice średniowiecznych morderstw|0|Dokument wnikliwie analizuje kulisy brutalnego zamachu na Edwarda II i udowadnia, że seks i polityczne skandale nie są współczesnym wymysłem.|Serial dokumentalny|20:00|20:45|0|2016-07-01
Superszpiedzy|0|Żarliwy protestant, Francis Walsingham, stał się jednym z największych w historii superszpiegów i niezastąpionym sługą królowej Elżbiety I.|Serial dokumentalny|20:45|21:30|0|2016-07-01
Dawni wojownicy operacji specjalnych|0|Siły specjalne Pacyfiku, których członkowie opracowali swoją własną formę sztuki walki Lua, a ich trening przewidywał naukę łamania każdej kości w ciele wroga.|Serial dokumentalny|21:30|22:20|0|2016-07-01
Miłość do Adolfa Hitlera|0|Dokument opowiada o romansie, który zakończył się podwójnym samobójstwem w bunkrze. W filmie wykorzystano prywatne archiwa filmowe Ewy Braun oraz zdjęcia zrobione przez fotografa, Heinricha Hoffmanna.|Film dokumentalny|22:20|23:15|72|2016-07-01
Muzeum pełne tajemnic|0|Kajdanki, które niegdyś krępowały ręce bankowego rabusia, sukienka noszona przez bywalczynię salonów, która popełniła szokujące przestępstwo i skórzana torba użyta w legendarnej ucieczce z więzienia.|Serial dokumentalny|23:15|0:00|0|2016-07-01
Zakazana historia|0|Jamie Theakston jedzie do Rumunii, by poszukać prawdy w legendzie o słynnym wampirze. Wyposażony jest oczywiście w czosnek i krzyż.|Serial dokumentalny|0:00|0:45|0|2016-07-01
Tunele I wojny światowej|0|Serial przedstawia widzom, jak wykształciła się i ewoluowała tunelowa strategia. Jak doskonalili ją Brytyjczycy i Francuzi, a także jak Włosi i Austriacy przekształcili ją w górską taktykę wojenną.|Serial dokumentalny|0:45|1:35|0|2016-07-01
Miłość do Adolfa Hitlera|0|Dokument opowiada o romansie, który zakończył się podwójnym samobójstwem w bunkrze. W filmie wykorzystano prywatne archiwa filmowe Ewy Braun oraz zdjęcia zrobione przez fotografa, Heinricha Hoffmanna.|Film dokumentalny|1:35|2:30|72|2016-07-01
Muzeum pełne tajemnic|0|Kajdanki, które niegdyś krępowały ręce bankowego rabusia, sukienka noszona przez bywalczynię salonów, która popełniła szokujące przestępstwo i skórzana torba użyta w legendarnej ucieczce z więzienia.|Serial dokumentalny|2:30|3:15|0|2016-07-01
Zakazana historia|0|Jamie Theakston jedzie do Rumunii, by poszukać prawdy w legendzie o słynnym wampirze. Wyposażony jest oczywiście w czosnek i krzyż.|Serial dokumentalny|3:15|4:05|0|2016-07-01
Listy królowej Wiktorii: prawdziwa twarz monarchini|0|Wilson opowiada o stopniowym wychodzeniu Wiktorii z cienia dominujących mężczyzn u boku których spędziła większość życia, badając najbliższe relacje królowej przez 40 lat po śmierci księcia Alberta.|Serial dokumentalny|4:05|5:10|0|2016-07-01
Muzeum pełne tajemnic|0|Wśród eksponatów Oakland Museum w Kaliforni znajduje się posąg dziewczyny nazywanej najpiękniejszą kobietą w całym stanie.|Serial dokumentalny|5:10|0|0|2016-07-01
Strażnik Teksasu|12|Prokurator Alex Cahill jest w poważnych opałach. Z więzienia wyszedł były szeryf - pierwszy skazany w jej karierze. Mężczyzna zamierza po latach wyrównać rachunki.|Serial sensacyjny|6:00|7:00|40|2016-07-05
Hawaii Five-0|16|Opowieść o pracy elitarnej jednostki policji, która zwalcza przestępczość na Hawajach.|Serial kryminalny|7:00|8:00|50|2016-07-05
J.A.G. - Wojskowe Biuro Śledcze|7|Sturgis tymczasowo pełni obowiązki szefa biura. Jego decyzje sprawiają, że wszyscy mają mnóstwo pracy. Mac dowiaduje się, że Webb żyje. Wspierana przez Harma kobieta jedzie szukać partnera.|Serial sensacyjny|8:00|0|60|2016-07-05
J.A.G. - Wojskowe Biuro Śledcze|7|W Iraku miał miejsce incydent z udziałem sojuszniczych wojsk amerykańskich i irackich. Między oddziałami doszło do przypadkowej wymiany ognia, w której śmierć poniósł jeden z amerykańskich żołnierzy.|Serial sensacyjny|9:00|10:00|0|2016-07-05
Strażnik Teksasu|12|Do Dallas zmierza płatny morderca, Brochard. Na lotnisku zabija pewnego mężczyznę, by zabrać jego broń. Walker i Trivette zostają przydzieleni do ochrony kandydującego w wyborach senatora.|Serial sensacyjny|10:00|11:00|0|2016-07-05
Hawaii Five-0|16|Opowieść o pracy elitarnej jednostki policji, która zwalcza przestępczość na Hawajach.|Serial kryminalny|11:00|12:00|50|2016-07-05
Arrow|7|Matka Laurel składa jej wizytę. Ray próbuje za wszelką cenę pogodzić się z Felicity. Oliver spotyka Ra'sa al Ghula.|Serial sensacyjny|12:00|13:00|45|2016-07-05
Bibliotekarze|16|Prospero tworzy utopijny las. Flynn i Baird odkrywają, że mogą go powstrzymać, podróżując w czasie.|Serial przygodowy|13:00|14:00|42|2016-07-05
Strażnik Teksasu|12|Uczestnik napadu na bank zostaje zwolniony z aresztu. Wkrótce Walker i Trivette podążają jego śladem. Ściga go też nieustępliwy łowca głów.|Serial sensacyjny|14:00|15:00|0|2016-07-05
J.A.G. - Wojskowe Biuro Śledcze|7|Harm zostaje poproszony o zbadanie sprawy sprzed dwudziestu lat. Oskarżony o zamordowanie prostytutki żołnierz twierdzi, że jest niewinny. Wkrótce Rabb trafia na ślad podobnej sprawy.|Serial sensacyjny|15:00|16:00|0|2016-07-05
J.A.G. - Wojskowe Biuro Śledcze|7|Wkrótce ma zapaść decyzja, kto zastąpi admirała Chegwiddena na stanowisku szefa biura J.A.G. Mac i Harm próbują wyjaśnić sprawę ostrzelania kanadyjskiego rybaka przez okręt marynarki wojennej.|Serial sensacyjny|16:00|17:00|0|2016-07-05
Hawaii Five-0|16|Zespół prowadzi śledztwo w sprawie zamordowania łowcy nagród, któremu przed śmiercią udało się schwytać zbiega. Była żona Danny'ego zdradza mu pewien sekret.|Serial kryminalny|17:00|18:00|50|2016-07-05
Bananowy doktor|7|Hank przyjmuje pacjentkę, której działalność dobroczynna zniszczyła zdrowie. Tymczasem Divya otrzymuje niepokojące wieści.|Serial komediowy|18:00|19:00|41|2016-07-05
Arrow|7|Laurel postanawia sama wymierzyć sprawiedliwość mordercy Sary.|Serial sensacyjny|19:00|20:00|45|2016-07-05
Mentalista|12|Biuro prowadzi dochodzenie w sprawie zamordowania menedżera jednego z kasyn. Jane odkrywa, że zięć ofiary jest hazardzistą. Wciągając mężczyznę w grę psychologiczną, zmusza go do ujawnienia prawdy.|Serial kryminalny|20:00|21:00|40|2016-07-05
Na minusie|16|Dwaj bracia - Derek i Charlie - dziedziczą po ojcu karciane długi i stół do gry w kości. Mają trzy dni na zapłacenie trzech i pół miliona dolarów. Razem wyruszają na podbój podziemnego świata hazardu.|Czarna komedia|21:00|23:00|130|2016-07-05
Hawaii Five-0|16|Ekipa wyrusza na poszukiwanie skarbu piratów. Tuż po ślubie Kono i Adam zostają porwani przez Gabriela.|Serial kryminalny|23:00|0:00|50|2016-07-05
Hawaii Five-0|16|Adam wraca do zdrowia, ale oboje z Kono podejrzewają, że nadal są obserwowani. Skazany zamachowiec może pomóc w schwytaniu swojego naśladowcy.|Serial kryminalny|0:00|1:00|50|2016-07-05
Hawaii Five-0|16|Zespół prowadzi śledztwo w sprawie zamordowania łowcy nagród, któremu przed śmiercią udało się schwytać zbiega. Była żona Danny'ego zdradza mu pewien sekret.|Serial kryminalny|1:00|2:00|50|2016-07-05
J.A.G. - Wojskowe Biuro Śledcze|7|Harm zostaje poproszony o zbadanie sprawy sprzed dwudziestu lat. Oskarżony o zamordowanie prostytutki żołnierz twierdzi, że jest niewinny. Wkrótce Rabb trafia na ślad podobnej sprawy.|Serial sensacyjny|2:00|3:00|0|2016-07-05
J.A.G. - Wojskowe Biuro Śledcze|7|Wkrótce ma zapaść decyzja, kto zastąpi admirała Chegwiddena na stanowisku szefa biura J.A.G. Mac i Harm próbują wyjaśnić sprawę ostrzelania kanadyjskiego rybaka przez okręt marynarki wojennej.|Serial sensacyjny|3:00|4:00|0|2016-07-05
Arrow|7|Laurel postanawia sama wymierzyć sprawiedliwość mordercy Sary.|Serial sensacyjny|4:00|5:00|45|2016-07-05
Bananowy doktor|7|Hank przyjmuje pacjentkę, której działalność dobroczynna zniszczyła zdrowie. Tymczasem Divya otrzymuje niepokojące wieści.|Serial komediowy|5:00|0|41|2016-07-05
Bibliotekarze|16||Serial przygodowy|6:00|7:00|42|2016-07-02
J.A.G. - Wojskowe Biuro Śledcze|7|Sekretarz marynarki USA zostaje oskarżony o zbrodnie wojenne popełnione w Iraku. Mac i Harm podejmują się obrony mężczyzny. Pozostawiony pod opieką Mike'a syn Robertsów zaginął.|Serial sensacyjny|7:00|8:00|60|2016-07-02
J.A.G. - Wojskowe Biuro Śledcze|7|Wojskowy samolot rozbija się podczas próby lądowania. Mac i Harm mają zbadać okoliczności katastrofy. Okazuje się, że pilot maszyny mógł rozbić ją specjalnie, aby w ten sposób popełnić samobójstwo.|Serial sensacyjny|8:00|0|60|2016-07-02
J.A.G. - Wojskowe Biuro Śledcze|7|Powraca sprawa kradzieży sztucznych brylantów. Gdy Bud i Mac udają się do skrytki bankowej, okazuje się, że ktoś zabrał kamienie. Trop prowadzi do Sadika. Wkrótce terrorysta nawiązuje kontakt z Mac.|Serial sensacyjny|9:00|10:00|0|2016-07-02
J.A.G. - Wojskowe Biuro Śledcze|7|Mac ma bronić pewnego żołnierza, który przechwalał się medalem, mimo że nigdy go nie dostał, a także nosił mundur, który mu nie przysługiwał. W sądzie ma się zmierzyć z Harmem.|Serial sensacyjny|10:00|11:00|0|2016-07-02
J.A.G. - Wojskowe Biuro Śledcze|7|Pracownicy biura J.A.G. świętują awans Jennifer w chińskiej restauracji. Zastanawiają się, jak mogłoby wyglądać ich życie, gdyby w przeszłości podjęli inne decyzje.|Serial sensacyjny|11:00|12:00|0|2016-07-02
